amount_requested,amount_funded_by_investors,interest_rate,loan_length,loan_purpose,debt_to_income_ratio,home_ownership,monthly_income,fico_range,open_credit_lines,revolving_credit_balance,employment_length
1775.0,1775.0,6.54,36.0,debt_consolidation,19.77,RENT,3333.33,727.0,11.0,2038.0,0.5
20000.0,19896.51,13.67,36.0,debt_consolidation,15.34,RENT,5166.67,712.0,8.0,12394.0,6.0
4825.0,4825.0,10.16,36.0,debt_consolidation,14.89,RENT,2400.0,707.0,14.0,6109.0,1.0
5000.0,5000.0,6.03,36.0,other,6.11,MORTGAGE,5416.67,794.5,13.0,4956.0,8.0
33712.5,32125.0,16.29,36.0,debt_consolidation,19.92,MORTGAGE,12041.675,662.0,12.0,39114.0,11.0
4750.0,4750.0,8.9,36.0,home_improvement,0.56,OWN,2833.33,762.0,2.0,767.0,9.0
7125.0,7125.0,18.49,36.0,debt_consolidation,11.18,MORTGAGE,5636.75,677.0,14.0,5383.0,8.0
4000.0,3975.0,13.43,36.0,small_business,7.6,RENT,1750.0,672.0,7.0,7178.0,0.5
11000.0,11000.0,13.06,36.0,other,22.42,MORTGAGE,7916.67,692.0,9.0,34314.0,0.5
8000.0,8000.0,14.33,36.0,debt_consolidation,14.74,RENT,3108.0,692.0,3.0,3072.0,8.0
5000.0,4900.0,11.14,36.0,major_purchase,2.84,RENT,3200.0,712.0,6.0,2650.0,3.0
7200.0,6250.0,8.07,36.0,debt_consolidation,17.0,MORTGAGE,5100.0,762.0,4.0,9366.0,11.0
5000.0,5000.0,15.31,36.0,wedding,10.28,RENT,1916.67,662.0,8.0,5982.0,5.0
4500.0,4500.0,7.51,36.0,moving,13.9,MORTGAGE,3000.0,767.0,10.0,387.0,0.5
17300.0,17250.0,22.45,60.0,wedding,3.58,MORTGAGE,5500.0,687.0,11.0,2306.0,4.0
1000.0,750.0,10.36,36.0,renewable_energy,0.0,MORTGAGE,1800.0,732.0,2.0,0.0,0.5
13075.0,13075.0,11.99,60.0,debt_consolidation,22.52,MORTGAGE,7291.67,717.0,14.0,27622.0,11.0
20000.0,20000.0,7.9,36.0,credit_card,13.59,RENT,7258.33,732.0,5.0,14268.0,9.0
18000.0,18000.0,12.12,36.0,credit_card,22.34,RENT,4583.33,702.0,13.0,17868.0,11.0
13500.0,13500.0,13.99,60.0,debt_consolidation,12.59,MORTGAGE,8833.33,702.0,11.0,18978.0,2.0
14000.0,14000.0,12.12,36.0,debt_consolidation,14.93,MORTGAGE,10583.33,687.0,9.0,35457.0,2.0
25000.0,24975.0,20.5,60.0,debt_consolidation,9.59,RENT,5077.58,692.0,6.0,17946.0,11.0
10000.0,10000.0,15.31,36.0,credit_card,18.99,MORTGAGE,5583.33,677.0,16.0,12723.0,2.0
4750.0,4750.0,14.33,60.0,debt_consolidation,23.48,RENT,1500.0,742.0,11.0,1687.0,0.5
10000.0,9999.71,13.49,60.0,other,17.8,RENT,2500.0,722.0,8.0,3822.0,8.0
14000.0,14000.0,19.03,60.0,debt_consolidation,13.52,MORTGAGE,3616.0,672.0,9.0,13923.0,2.0
12375.0,12375.0,6.03,36.0,debt_consolidation,19.24,MORTGAGE,6750.0,792.0,11.0,8135.0,1.0
5675.0,5675.0,11.14,36.0,debt_consolidation,29.4,RENT,2333.33,707.0,6.0,9687.0,5.0
33712.5,32125.0,24.26,60.0,debt_consolidation,8.26,MORTGAGE,10000.0,662.0,12.0,21391.0,11.0
25000.0,25000.0,21.0,36.0,debt_consolidation,9.52,RENT,8333.33,672.0,11.0,8575.0,11.0
33712.5,32125.0,16.29,36.0,debt_consolidation,17.17,MORTGAGE,12041.675,707.0,14.0,39114.0,11.0
19200.0,19200.0,12.12,36.0,debt_consolidation,28.36,MORTGAGE,4583.33,717.0,12.0,11140.0,2.0
12000.0,12000.0,6.62,36.0,debt_consolidation,12.36,RENT,4416.67,767.0,12.0,4117.0,3.0
7000.0,7000.0,10.16,36.0,debt_consolidation,10.76,MORTGAGE,4341.67,697.0,11.0,13638.0,7.0
10000.0,10000.0,11.99,36.0,other,21.89,MORTGAGE,3417.0,682.0,13.0,18069.0,4.0
3600.0,3600.0,19.72,36.0,moving,10.72,RENT,7000.0,667.0,7.0,6263.0,6.0
12000.0,11975.0,8.49,36.0,debt_consolidation,8.36,RENT,4500.0,747.0,12.0,8422.0,11.0
9450.0,9450.0,12.12,36.0,credit_card,33.62,RENT,2750.0,702.0,17.0,14246.0,6.0
9000.0,7650.0,11.03,36.0,credit_card,12.72,MORTGAGE,5666.67,687.0,22.0,36164.0,8.0
10000.0,10000.0,15.8,36.0,debt_consolidation,13.57,MORTGAGE,4583.33,677.0,16.0,24989.0,11.0
17325.0,17325.0,8.9,36.0,credit_card,18.28,MORTGAGE,3333.33,727.0,17.0,11327.0,9.0
9600.0,9600.0,15.31,36.0,credit_card,33.24,RENT,3166.67,687.0,8.0,14774.0,2.0
16000.0,16000.0,21.98,60.0,home_improvement,10.99,MORTGAGE,3466.67,667.0,8.0,13797.0,7.0
9000.0,9000.0,6.03,36.0,major_purchase,9.29,MORTGAGE,12041.675,772.0,13.0,39114.0,4.0
12000.0,12000.0,8.49,60.0,debt_consolidation,11.03,MORTGAGE,4425.17,782.0,9.0,14816.0,11.0
12000.0,12000.0,11.14,36.0,debt_consolidation,2.37,MORTGAGE,12041.675,737.0,13.0,10944.0,5.0
2575.0,2575.0,10.16,36.0,debt_consolidation,27.54,RENT,4166.67,697.0,12.0,18499.0,2.0
4500.0,4500.0,8.88,36.0,credit_card,7.07,MORTGAGE,5250.0,712.0,10.0,9356.0,9.0
7500.0,-0.01,12.29,36.0,educational,21.34,MORTGAGE,8750.0,687.0,14.0,20947.0,5.0
10000.0,10000.0,13.11,36.0,debt_consolidation,8.11,OWN,3500.0,687.0,11.0,11401.0,11.0
7000.0,7000.0,14.22,36.0,medical,7.04,RENT,3010.0,672.0,5.0,3047.0,0.5
28350.0,28350.0,19.72,36.0,debt_consolidation,28.89,RENT,5833.33,697.0,11.0,10119.0,9.0
4800.0,4800.0,12.12,36.0,other,16.94,RENT,4800.0,682.0,7.0,2770.0,0.5
7000.0,6963.08,13.11,36.0,debt_consolidation,13.11,RENT,4325.0,687.0,8.0,8076.0,3.0
19200.0,19200.0,22.47,60.0,credit_card,10.39,RENT,5666.67,672.0,5.0,17783.0,0.5
8000.0,8000.0,11.14,36.0,debt_consolidation,11.59,RENT,7000.0,687.0,7.0,4729.0,3.0
10000.0,10000.0,14.09,36.0,debt_consolidation,21.45,RENT,3750.0,702.0,4.0,18621.0,11.0
25000.0,14401.65,11.49,60.0,home_improvement,4.95,MORTGAGE,3333.33,782.0,9.0,3367.0,2.0
9500.0,9500.0,21.98,36.0,other,16.01,RENT,4500.0,662.0,7.0,3673.0,3.0
3000.0,2057.84,10.46,36.0,small_business,4.34,OWN,4350.0,682.0,3.0,8414.0,11.0
13500.0,13500.0,19.69,60.0,debt_consolidation,15.08,RENT,2666.67,667.0,6.0,13341.0,11.0
6000.0,6000.0,7.9,36.0,credit_card,2.51,RENT,7500.0,722.0,5.0,6394.0,2.0
18000.0,18000.0,11.14,36.0,debt_consolidation,11.81,RENT,5100.0,717.0,8.0,17139.0,1.0
15500.0,15500.0,8.9,36.0,home_improvement,16.36,RENT,9000.0,702.0,8.0,4097.0,11.0
10350.0,10350.0,14.09,36.0,car,20.46,RENT,3333.33,692.0,10.0,10841.0,1.0
8575.0,8550.0,17.27,36.0,debt_consolidation,9.84,RENT,2500.0,667.0,6.0,8807.0,7.0
15000.0,15000.0,19.05,36.0,debt_consolidation,24.88,RENT,6000.0,677.0,12.0,12162.0,1.0
10000.0,9975.0,8.59,36.0,major_purchase,2.85,MORTGAGE,10167.0,792.0,9.0,16.0,11.0
10800.0,10800.0,13.67,60.0,car,0.94,RENT,7500.0,732.0,4.0,1577.0,0.5
25000.0,25000.0,14.09,36.0,home_improvement,4.79,MORTGAGE,6833.33,677.0,5.0,8811.0,8.0
11000.0,11000.0,10.99,36.0,debt_consolidation,4.26,MORTGAGE,6666.67,697.0,11.0,4124.0,4.0
5500.0,5500.0,11.14,36.0,credit_card,32.16,OWN,1666.67,692.0,7.0,8826.0,3.0
13000.0,13000.0,13.11,36.0,debt_consolidation,10.58,RENT,5000.0,737.0,3.0,11090.0,1.0
3825.0,3800.0,7.9,36.0,small_business,3.72,RENT,3333.33,747.0,3.0,5106.0,5.0
25000.0,25000.0,19.72,60.0,debt_consolidation,32.1,OWN,4916.67,697.0,21.0,35208.0,7.0
2000.0,2000.0,13.11,36.0,major_purchase,14.11,RENT,3750.0,682.0,4.0,1485.0,3.0
18000.0,17975.0,19.05,36.0,moving,33.23,MORTGAGE,5416.67,687.0,10.0,15626.0,11.0
19125.0,19125.0,18.49,60.0,other,29.1,RENT,4166.67,702.0,14.0,28108.0,6.0
16800.0,16800.0,6.62,36.0,debt_consolidation,3.87,OWN,12041.675,794.5,5.0,13470.0,8.0
25000.0,15175.0,16.32,60.0,debt_consolidation,22.19,MORTGAGE,7083.33,707.0,8.0,9133.0,4.0
7425.0,7425.0,9.76,36.0,debt_consolidation,7.32,MORTGAGE,2500.0,707.0,6.0,5045.0,4.0
10000.0,10000.0,10.74,36.0,debt_consolidation,18.15,RENT,5833.33,702.0,10.0,16894.0,4.0
25000.0,24925.0,15.95,36.0,credit_card,17.95,RENT,7983.33,687.0,14.0,28330.0,2.0
8500.0,8500.0,17.77,36.0,other,18.0,RENT,2583.33,667.0,9.0,13718.0,2.0
12375.0,12375.0,6.62,36.0,debt_consolidation,31.0,MORTGAGE,3500.0,737.0,16.0,14037.0,2.0
10000.0,10000.0,14.33,36.0,debt_consolidation,23.56,RENT,2750.0,702.0,4.0,14317.0,2.0
1900.0,1900.0,7.51,36.0,debt_consolidation,19.27,MORTGAGE,6000.0,737.0,12.0,18397.0,11.0
23000.0,23000.0,17.77,36.0,debt_consolidation,25.84,MORTGAGE,6625.0,687.0,17.0,19870.0,3.0
2000.0,2000.0,14.33,36.0,debt_consolidation,22.48,RENT,4333.33,677.0,9.0,8496.0,4.0
8000.0,8000.0,6.99,36.0,small_business,9.19,MORTGAGE,5833.33,792.0,5.0,4469.0,3.0
10000.0,10000.0,7.29,36.0,home_improvement,7.94,MORTGAGE,5833.33,737.0,12.0,3181.0,8.0
4800.0,4800.0,7.9,36.0,credit_card,17.34,MORTGAGE,6250.0,707.0,7.0,4195.0,11.0
5000.0,5000.0,6.92,36.0,debt_consolidation,18.39,OWN,3333.33,727.0,8.0,5806.0,0.5
7000.0,7000.0,11.12,36.0,debt_consolidation,9.06,RENT,6333.33,717.0,6.0,349.0,11.0
10000.0,10000.0,12.12,36.0,debt_consolidation,10.88,MORTGAGE,7500.0,667.0,6.0,24924.0,11.0
15000.0,14925.21,13.47,36.0,debt_consolidation,14.06,RENT,4458.33,702.0,15.0,7701.0,6.0
16750.0,9445.58,12.41,36.0,credit_card,24.75,RENT,3750.0,722.0,6.0,28116.0,11.0
5000.0,5000.0,16.29,36.0,credit_card,9.79,OWN,1733.33,667.0,11.0,4366.0,0.5
8000.0,8000.0,5.42,36.0,credit_card,4.47,OWN,3936.0,782.0,7.0,5235.0,11.0
13000.0,8113.74,9.63,36.0,small_business,16.14,MORTGAGE,3500.0,787.0,6.0,0.0,1.0
4000.0,4000.0,9.76,36.0,debt_consolidation,15.89,MORTGAGE,4166.67,707.0,17.0,13745.0,11.0
10000.0,10000.0,9.91,36.0,debt_consolidation,14.32,MORTGAGE,3666.67,707.0,9.0,17161.0,1.0
3500.0,3500.0,7.29,36.0,other,15.54,MORTGAGE,6333.0,717.0,12.0,39114.0,11.0
1800.0,1800.0,13.67,36.0,vacation,24.21,RENT,4250.0,672.0,11.0,5757.0,5.0
6000.0,6000.0,7.49,36.0,home_improvement,14.66,MORTGAGE,5833.33,717.0,12.0,7961.0,9.0
4000.0,3910.45,7.66,36.0,home_improvement,20.92,MORTGAGE,3600.0,727.0,4.0,594.0,11.0
30000.0,30000.0,19.05,60.0,credit_card,21.25,MORTGAGE,6250.0,697.0,12.0,34927.0,6.0
14000.0,14000.0,14.09,36.0,house,15.19,RENT,5416.67,692.0,6.0,4211.0,5.0
15800.0,15700.0,16.02,60.0,debt_consolidation,19.64,MORTGAGE,7388.42,712.0,13.0,32120.0,11.0
7200.0,7175.0,11.14,36.0,debt_consolidation,27.89,MORTGAGE,3750.0,692.0,8.0,20342.0,11.0
5825.0,5825.0,12.12,36.0,home_improvement,4.0,OWN,3750.0,692.0,4.0,5643.0,1.0
3000.0,3000.0,7.14,36.0,debt_consolidation,12.85,RENT,4916.67,732.0,8.0,3210.0,5.0
10750.0,10725.0,13.11,36.0,debt_consolidation,14.02,MORTGAGE,4416.67,687.0,6.0,11525.0,11.0
4575.0,4575.0,15.65,36.0,credit_card,14.31,OTHER,5833.33,682.0,22.0,39114.0,2.0
9000.0,9000.0,14.33,36.0,credit_card,15.36,MORTGAGE,7083.33,687.0,19.0,11077.0,2.0
10000.0,10000.0,5.79,36.0,debt_consolidation,6.49,MORTGAGE,12041.675,747.0,17.0,39114.0,1.0
8000.0,7997.79,16.29,36.0,debt_consolidation,15.76,RENT,3750.0,667.0,8.0,7374.0,6.0
15000.0,15000.0,15.96,36.0,house,4.32,MORTGAGE,8833.33,682.0,6.0,113.0,8.0
20675.0,20675.0,14.33,36.0,credit_card,23.12,MORTGAGE,4333.33,712.0,12.0,8393.0,11.0
10500.0,10477.85,15.33,36.0,credit_card,14.3,RENT,3083.33,672.0,8.0,14726.0,11.0
4825.0,4825.0,12.12,36.0,debt_consolidation,4.76,MORTGAGE,5416.67,682.0,8.0,6883.0,8.0
3800.0,3800.0,11.12,36.0,major_purchase,15.45,MORTGAGE,5416.67,702.0,11.0,9266.0,11.0
19600.0,19525.0,21.49,60.0,small_business,9.76,RENT,4170.0,677.0,8.0,11669.0,4.0
12800.0,12700.0,12.61,60.0,debt_consolidation,9.02,RENT,5166.67,727.0,7.0,7942.0,5.0
30000.0,29950.0,7.9,36.0,home_improvement,0.34,RENT,12041.675,794.5,9.0,2174.0,11.0
14500.0,10168.89,10.75,60.0,credit_card,14.26,MORTGAGE,3584.62,757.0,6.0,18555.0,11.0
16750.0,16750.0,18.75,36.0,debt_consolidation,8.84,MORTGAGE,5666.67,682.0,8.0,13567.0,4.0
12000.0,11975.0,16.29,36.0,other,14.29,MORTGAGE,8541.67,697.0,5.0,5890.0,11.0
4800.0,4800.0,14.65,36.0,credit_card,13.9,RENT,5000.0,667.0,8.0,7391.0,2.0
5000.0,5000.0,14.09,36.0,debt_consolidation,11.18,RENT,10625.0,672.0,8.0,8054.0,1.0
15000.0,14950.0,14.17,36.0,small_business,8.46,MORTGAGE,6666.67,692.0,8.0,1073.0,5.0
1500.0,1500.0,21.49,36.0,other,13.59,RENT,3583.33,687.0,7.0,4747.0,0.5
18000.0,17738.58,10.59,60.0,major_purchase,15.03,MORTGAGE,4000.0,757.0,9.0,6718.0,11.0
5600.0,2025.01,14.82,36.0,other,20.6,RENT,6083.33,657.0,7.0,2166.0,2.0
33712.5,14869.55,15.65,60.0,home_improvement,26.19,MORTGAGE,6308.75,737.0,14.0,34883.0,11.0
16000.0,13613.86,15.28,60.0,debt_consolidation,15.33,MORTGAGE,3006.44,702.0,10.0,11011.0,11.0
8875.0,8875.0,15.31,36.0,debt_consolidation,30.15,RENT,2291.67,682.0,11.0,11798.0,2.0
8000.0,7925.0,18.75,60.0,other,9.92,MORTGAGE,5002.33,677.0,7.0,8421.0,11.0
10000.0,9975.0,13.48,36.0,debt_consolidation,14.57,MORTGAGE,6307.42,682.0,11.0,18823.0,11.0
20000.0,11800.0,11.48,36.0,debt_consolidation,23.52,MORTGAGE,4166.67,747.0,11.0,24123.0,0.5
25000.0,25000.0,9.91,36.0,debt_consolidation,15.38,RENT,5500.0,732.0,9.0,11395.0,3.0
10000.0,10000.0,6.62,36.0,debt_consolidation,11.45,OWN,4166.67,762.0,20.0,10385.0,6.0
11000.0,10969.64,12.53,36.0,debt_consolidation,18.89,RENT,3500.0,702.0,6.0,6811.0,2.0
12000.0,12000.0,6.03,36.0,debt_consolidation,18.75,MORTGAGE,12041.675,727.0,22.0,20197.0,5.0
17200.0,17200.0,19.69,60.0,home_improvement,9.95,RENT,3666.67,707.0,4.0,2117.0,2.0
1800.0,1800.0,15.31,36.0,other,6.79,MORTGAGE,6416.67,672.0,6.0,3394.0,7.0
20000.0,2050.0,12.84,36.0,home_improvement,1.49,MORTGAGE,3500.0,752.0,6.0,1954.0,2.0
6000.0,4450.0,7.68,36.0,debt_consolidation,8.4,RENT,5417.0,782.0,10.0,6047.0,11.0
2500.0,2500.0,18.49,36.0,debt_consolidation,22.49,MORTGAGE,3916.67,672.0,7.0,14892.0,6.0
1950.0,1950.0,13.11,36.0,other,15.08,RENT,2600.0,682.0,6.0,4100.0,3.0
30000.0,29975.0,20.5,60.0,debt_consolidation,10.8,RENT,7083.33,707.0,12.0,9121.0,11.0
6000.0,5975.0,17.14,60.0,small_business,6.6,MORTGAGE,2500.0,662.0,5.0,5087.0,8.0
24000.0,23950.0,12.12,36.0,debt_consolidation,26.68,MORTGAGE,5791.67,717.0,13.0,34104.0,11.0
15000.0,15000.0,19.99,36.0,wedding,18.05,RENT,8000.0,662.0,6.0,39114.0,2.0
12000.0,11975.0,10.99,60.0,home_improvement,4.04,MORTGAGE,3416.67,737.0,10.0,6935.0,0.5
21000.0,21000.0,13.67,36.0,debt_consolidation,11.42,MORTGAGE,10700.0,712.0,12.0,16830.0,2.0
5750.0,5750.0,13.99,36.0,credit_card,12.44,RENT,5000.0,662.0,13.0,12465.0,11.0
15000.0,15000.0,13.11,36.0,other,16.55,RENT,4166.67,697.0,11.0,9066.0,2.0
7500.0,7500.0,12.12,36.0,home_improvement,26.56,MORTGAGE,5000.0,712.0,8.0,9047.0,11.0
8000.0,7975.0,12.84,36.0,wedding,16.73,MORTGAGE,3521.0,682.0,13.0,4075.0,3.0
2000.0,2000.0,8.9,36.0,car,23.7,OWN,3000.0,732.0,5.0,2117.0,11.0
11950.0,11950.0,14.33,36.0,other,21.22,MORTGAGE,5833.33,702.0,22.0,15962.0,8.0
6500.0,6500.0,7.9,36.0,debt_consolidation,12.56,RENT,6750.0,722.0,17.0,33229.0,8.0
4500.0,4500.0,11.49,36.0,other,9.26,RENT,3500.0,697.0,5.0,7247.0,2.0
24000.0,23975.0,10.16,36.0,debt_consolidation,15.53,MORTGAGE,5416.67,722.0,11.0,17882.0,11.0
14675.0,14675.0,16.29,36.0,credit_card,27.23,RENT,3250.0,697.0,14.0,7525.0,2.0
23750.0,23750.0,19.72,60.0,debt_consolidation,14.22,RENT,8333.33,712.0,12.0,10549.0,2.0
7500.0,7500.0,6.62,36.0,debt_consolidation,13.13,MORTGAGE,9583.33,712.0,20.0,22464.0,4.0
30000.0,29950.0,17.27,36.0,debt_consolidation,12.29,RENT,10000.0,697.0,17.0,18680.0,3.0
20000.0,20000.0,22.45,60.0,debt_consolidation,24.3,RENT,3666.67,662.0,9.0,9194.0,1.0
15000.0,14875.0,13.11,36.0,wedding,13.75,MORTGAGE,4166.67,702.0,11.0,8014.0,2.0
4000.0,3882.78,5.79,36.0,moving,23.94,RENT,4666.67,762.0,7.0,2889.0,9.0
4325.0,4325.0,7.49,36.0,credit_card,5.47,MORTGAGE,3691.67,717.0,9.0,5074.0,11.0
6000.0,6000.0,17.27,36.0,debt_consolidation,29.13,RENT,2752.92,662.0,12.0,4569.0,0.5
4500.0,4475.0,7.51,36.0,small_business,20.27,MORTGAGE,7075.5,722.0,15.0,39114.0,11.0
12000.0,12000.0,17.27,36.0,debt_consolidation,15.07,MORTGAGE,4166.67,667.0,7.0,12318.0,0.5
10000.0,6350.0,9.2,36.0,credit_card,0.33,RENT,12041.675,732.0,5.0,45.0,2.0
14000.0,14000.0,15.31,36.0,credit_card,11.35,RENT,7333.33,682.0,7.0,6229.0,0.5
7750.0,7750.0,16.29,36.0,debt_consolidation,26.74,MORTGAGE,2916.67,682.0,18.0,17102.0,5.0
7000.0,7000.0,18.49,36.0,debt_consolidation,18.9,MORTGAGE,2000.0,662.0,10.0,7315.0,1.0
22000.0,21925.0,17.27,36.0,credit_card,18.02,MORTGAGE,8666.67,662.0,12.0,9317.0,11.0
19500.0,19500.0,18.49,36.0,credit_card,9.79,RENT,10000.0,677.0,16.0,14957.0,2.0
8400.0,8400.0,12.12,36.0,debt_consolidation,22.32,RENT,3333.33,692.0,7.0,5500.0,4.0
9250.0,9200.0,11.89,36.0,debt_consolidation,16.28,MORTGAGE,5416.67,747.0,14.0,10111.0,6.0
24000.0,24000.0,20.49,60.0,debt_consolidation,8.69,MORTGAGE,5833.33,687.0,9.0,23006.0,11.0
3600.0,3600.0,8.9,36.0,debt_consolidation,3.27,RENT,1558.33,747.0,4.0,1594.0,3.0
10000.0,10000.0,13.49,36.0,credit_card,22.08,RENT,6000.0,682.0,8.0,11088.0,3.0
25000.0,24875.0,11.71,60.0,debt_consolidation,13.42,MORTGAGE,6250.0,757.0,5.0,18591.0,11.0
3600.0,3600.0,7.49,36.0,medical,15.72,RENT,2500.0,742.0,8.0,650.0,0.5
8000.0,8000.0,5.99,36.0,home_improvement,9.59,MORTGAGE,7250.0,762.0,6.0,4938.0,11.0
14500.0,14500.0,7.9,36.0,debt_consolidation,4.85,MORTGAGE,3958.33,762.0,4.0,9598.0,4.0
9800.0,9800.0,19.69,60.0,debt_consolidation,14.89,MORTGAGE,5340.25,667.0,8.0,5350.0,2.0
1500.0,1500.0,11.49,36.0,other,15.9,MORTGAGE,5555.08,687.0,16.0,21774.0,11.0
1500.0,1500.0,12.12,36.0,other,15.37,RENT,3625.0,697.0,9.0,11346.0,5.0
3300.0,3300.0,11.71,36.0,car,4.16,RENT,3730.0,702.0,7.0,3675.0,1.0
20000.0,20000.0,6.62,36.0,debt_consolidation,11.12,RENT,10333.33,792.0,8.0,12632.0,6.0
6000.0,6000.0,12.12,36.0,major_purchase,7.4,MORTGAGE,5000.0,677.0,6.0,14045.0,2.0
13600.0,13600.0,13.11,36.0,debt_consolidation,20.37,RENT,3666.67,682.0,14.0,20411.0,4.0
30000.0,29975.0,21.49,60.0,debt_consolidation,15.32,MORTGAGE,12041.675,707.0,12.0,24124.0,11.0
10000.0,10000.0,11.71,36.0,credit_card,12.03,MORTGAGE,4000.0,697.0,11.0,8413.0,11.0
4800.0,4775.0,14.84,36.0,moving,0.0,RENT,2500.0,672.0,4.0,0.0,2.0
5500.0,5500.0,12.69,36.0,debt_consolidation,21.24,RENT,1666.67,682.0,7.0,5056.0,0.5
9950.0,9950.0,14.33,36.0,debt_consolidation,4.19,MORTGAGE,4800.0,687.0,9.0,5038.0,5.0
8500.0,8500.0,6.62,36.0,car,7.24,OWN,6300.0,752.0,13.0,9769.0,5.0
16000.0,16000.0,13.48,36.0,debt_consolidation,15.17,MORTGAGE,4166.67,702.0,6.0,1962.0,2.0
12000.0,11925.0,9.63,36.0,other,9.12,MORTGAGE,6250.0,747.0,8.0,5212.0,1.0
4900.0,4888.24,14.26,36.0,debt_consolidation,23.75,RENT,2240.0,722.0,5.0,17998.0,1.0
10050.0,10050.0,14.33,36.0,debt_consolidation,24.59,MORTGAGE,2500.0,687.0,9.0,10421.0,7.0
25000.0,25000.0,13.06,36.0,other,4.14,MORTGAGE,11500.0,737.0,4.0,6578.0,0.5
9550.0,9550.0,10.74,36.0,debt_consolidation,14.33,MORTGAGE,4000.0,702.0,8.0,9128.0,3.0
13000.0,6770.1,11.26,36.0,small_business,14.05,MORTGAGE,7666.67,722.0,8.0,9551.0,9.0
6250.0,6250.0,14.33,36.0,credit_card,20.4,MORTGAGE,1750.0,677.0,10.0,7845.0,4.0
15000.0,11550.0,13.67,36.0,debt_consolidation,17.19,OWN,3333.33,692.0,8.0,10820.0,5.0
10000.0,10000.0,14.09,36.0,debt_consolidation,21.45,RENT,4583.33,677.0,11.0,8548.0,6.0
6000.0,5925.0,11.83,36.0,debt_consolidation,3.44,RENT,6333.33,707.0,13.0,7269.0,4.0
5000.0,4950.0,10.62,60.0,home_improvement,11.23,MORTGAGE,5200.0,747.0,6.0,1941.0,5.0
9600.0,9600.0,15.31,36.0,debt_consolidation,12.82,MORTGAGE,6000.0,677.0,13.0,11407.0,11.0
6000.0,6000.0,16.89,60.0,debt_consolidation,9.04,RENT,2400.0,682.0,7.0,7261.0,2.0
8000.0,8000.0,7.14,36.0,debt_consolidation,1.73,RENT,3750.0,767.0,6.0,3381.0,0.5
3000.0,3000.0,12.12,36.0,major_purchase,14.93,RENT,6333.33,682.0,13.0,8682.0,4.0
15000.0,15000.0,10.37,36.0,house,26.72,MORTGAGE,5250.0,752.0,11.0,39114.0,11.0
12000.0,9294.21,5.79,36.0,debt_consolidation,9.49,MORTGAGE,6700.0,767.0,20.0,11686.0,5.0
7000.0,7000.0,12.42,36.0,credit_card,15.11,RENT,7083.33,687.0,15.0,16049.0,11.0
8000.0,8000.0,10.99,36.0,credit_card,14.76,RENT,7500.0,712.0,9.0,7120.0,0.5
10000.0,10000.0,12.42,36.0,credit_card,9.77,RENT,3500.0,707.0,9.0,10912.0,2.0
6000.0,6000.0,13.11,36.0,debt_consolidation,18.1,RENT,3750.0,692.0,18.0,14468.0,7.0
9600.0,9575.0,13.99,36.0,other,13.94,RENT,3206.67,672.0,10.0,9824.0,9.0
12000.0,12000.0,17.99,60.0,debt_consolidation,23.44,RENT,3916.67,677.0,8.0,8860.0,0.5
20000.0,20000.0,18.75,60.0,other,6.3,RENT,12041.675,697.0,13.0,15026.0,0.5
20000.0,19875.0,10.25,36.0,credit_card,13.38,MORTGAGE,10000.0,752.0,14.0,25668.0,8.0
15350.0,15350.0,18.49,36.0,debt_consolidation,15.09,MORTGAGE,4400.0,672.0,7.0,12823.0,11.0
12500.0,12275.0,11.26,36.0,credit_card,12.21,RENT,4333.33,732.0,6.0,12568.0,8.0
25000.0,24975.0,9.91,36.0,debt_consolidation,20.49,RENT,7916.67,727.0,14.0,27203.0,1.0
19000.0,19000.0,13.67,36.0,debt_consolidation,15.12,RENT,3544.67,687.0,21.0,9503.0,0.5
5000.0,4975.0,6.03,36.0,major_purchase,6.43,MORTGAGE,12041.675,787.0,10.0,792.0,5.0
18000.0,18000.0,14.09,36.0,debt_consolidation,15.45,MORTGAGE,4000.0,692.0,11.0,13877.0,5.0
12300.0,12300.0,6.03,36.0,debt_consolidation,7.15,RENT,6666.67,742.0,10.0,10976.0,11.0
15000.0,15000.0,15.8,36.0,credit_card,10.27,RENT,3333.33,672.0,11.0,10108.0,4.0
12100.0,12100.0,11.99,36.0,small_business,24.78,RENT,8750.0,757.0,10.0,1642.0,1.0
22000.0,22000.0,16.29,60.0,debt_consolidation,26.33,RENT,4166.67,677.0,10.0,25245.0,5.0
3000.0,2509.17,13.06,36.0,house,12.06,RENT,2571.42,707.0,2.0,0.0,6.0
4000.0,4000.0,11.48,36.0,debt_consolidation,22.93,MORTGAGE,3833.33,717.0,9.0,0.0,2.0
30000.0,30000.0,22.78,60.0,debt_consolidation,24.71,RENT,6041.67,692.0,12.0,39114.0,1.0
10000.0,10000.0,14.65,36.0,major_purchase,19.25,MORTGAGE,8083.33,677.0,14.0,9246.0,11.0
31075.0,31050.0,20.49,36.0,credit_card,26.18,OWN,6000.0,662.0,20.0,27221.0,11.0
25000.0,24775.0,10.36,36.0,debt_consolidation,0.94,RENT,8533.33,722.0,9.0,28038.0,11.0
25000.0,25000.0,7.9,36.0,debt_consolidation,18.66,MORTGAGE,7083.33,712.0,17.0,39114.0,9.0
10000.0,10000.0,15.21,36.0,debt_consolidation,10.93,RENT,7083.0,672.0,13.0,11890.0,3.0
